id,strategy,INST,EN_TIME,EN_TT,EN_Q,EN_PRICE,EX_TIME,EX_TT,EX_Q,EX_PRICE,P&L,P&L%,pnl_cumulative_absolute,pnl_cumulative_percentage,Equity Curve,Drawdown %
1442994,870,NSE_FO:BANKNIFTY13JUL2345100PE,13-07-2023 11:30,1,25,131.8,13-07-2023 12:00,0,25,160,-705,-21.4,80692.5,48.9,245692.5,-15.95
1442992,870,NSE_FO:BANKNIFTY13JUL2345000CE,13-07-2023 11:00,1,25,83.7,13-07-2023 11:30,0,25,128.55,-1121.25,-53.58,81397.5,49.33,246397.5,-15.71
1431095,870,NSE_FO:BANKNIFTY13JUL2344800CE,12-07-2023 14:00,1,25,168.85,12-07-2023 15:10,0,25,141.2,691.25,16.38,82518.75,50.01,247518.75,-15.33
1431093,870,NSE_FO:BANKNIFTY13JUL2344800PE,12-07-2023 12:30,1,25,135.05,12-07-2023 14:00,0,25,118.95,402.5,11.92,81827.5,49.59,246827.5,-15.57
1431092,870,NSE_FO:BANKNIFTY13JUL2344800CE,12-07-2023 11:45,1,25,169.25,12-07-2023 12:30,0,25,167.25,50,1.18,81425,49.35,246425,-15.7
1431091,870,NSE_FO:BANKNIFTY13JUL2344900PE,12-07-2023 11:15,1,25,157.75,12-07-2023 11:45,0,25,184.75,-675,-17.12,81375,49.32,246375,-15.72
1431090,870,NSE_FO:BANKNIFTY13JUL2344800CE,12-07-2023 10:30,1,25,172.55,12-07-2023 11:15,0,25,203.5,-773.75,-17.94,82050,49.73,247050,-15.49
1430736,870,NSE_FO:BANKNIFTY13JUL2344900PE,11-07-2023 14:30,1,25,182.35,11-07-2023 14:45,0,25,170.85,287.5,6.31,82823.75,50.2,247823.75,-15.23
1430734,870,NSE_FO:BANKNIFTY13JUL2345100CE,11-07-2023 11:30,1,25,165.8,11-07-2023 14:30,0,25,84.45,2033.75,49.07,82536.25,50.02,247536.25,-15.32
1430731,870,NSE_FO:BANKNIFTY13JUL2345100PE,11-07-2023 11:00,1,25,200.2,11-07-2023 11:30,0,25,194.3,147.5,2.95,80502.5,48.79,245502.5,-16.02
1430727,870,NSE_FO:BANKNIFTY13JUL2345000CE,11-07-2023 10:30,1,25,193.75,11-07-2023 11:00,0,25,212.5,-468.75,-9.68,80355,48.7,245355,-16.07
1428552,870,NSE_FO:BANKNIFTY13JUL2344800PE,10-07-2023 12:00,1,25,211.8,10-07-2023 12:15,0,25,203.3,212.5,4.01,80823.75,48.98,245823.75,-15.91
1428550,870,NSE_FO:BANKNIFTY13JUL2345000CE,10-07-2023 10:30,1,25,258.35,10-07-2023 12:00,0,25,158.7,2491.25,38.57,80611.25,48.86,245611.25,-15.98
1428546,870,NSE_FO:BANKNIFTY13JUL2345100PE,10-07-2023 09:45,1,25,223.75,10-07-2023 10:30,0,25,251.9,-703.75,-12.58,78120,47.35,243120,-16.83
1420795,870,NSE_FO:BANKNIFTY13JUL2345000PE,07-07-2023 14:30,1,25,256.2,07-07-2023 15:10,0,25,207.7,1212.5,18.93,78823.75,47.77,243823.75,-16.59
1420794,870,NSE_FO:BANKNIFTY13JUL2344900CE,07-07-2023 14:00,1,25,301.75,07-07-2023 14:30,0,25,323.5,-543.75,-7.21,77611.25,47.04,242611.25,-17.01
1420791,870,NSE_FO:BANKNIFTY13JUL2344900PE,07-07-2023 12:15,1,25,259.25,07-07-2023 14:00,0,25,243.7,388.75,6,78155,47.37,243155,-16.82
1420788,870,NSE_FO:BANKNIFTY13JUL2345100CE,07-07-2023 10:45,1,25,263.85,07-07-2023 12:15,0,25,202.65,1530,23.19,77766.25,47.13,242766.25,-16.96
1420786,870,NSE_FO:BANKNIFTY13JUL2345100PE,07-07-2023 10:30,1,25,258.75,07-07-2023 10:45,0,25,293.85,-877.5,-13.57,76236.25,46.2,241236.25,-17.48
1420472,870,NSE_FO:BANKNIFTY06JUL2345100CE,06-07-2023 09:45,1,25,128.1,06-07-2023 10:15,0,25,208.1,-2000,-62.45,77113.75,46.74,242113.75,-17.18
1420123,870,NSE_FO:BANKNIFTY06JUL2345200CE,05-07-2023 12:30,1,25,182.3,05-07-2023 13:45,0,25,140.15,1053.75,23.12,79113.75,47.95,244113.75,-16.49
1420119,870,NSE_FO:BANKNIFTY06JUL2345200PE,05-07-2023 11:30,1,25,177.55,05-07-2023 12:30,0,25,165.65,297.5,6.7,78060,47.31,243060,-16.86
1420115,870,NSE_FO:BANKNIFTY06JUL2345200CE,05-07-2023 10:15,1,25,205.3,05-07-2023 11:30,0,25,179.35,648.75,12.64,77762.5,47.13,242762.5,-16.96
1419790,870,NSE_FO:BANKNIFTY06JUL2345500CE,04-07-2023 13:15,1,25,167.1,04-07-2023 13:30,0,25,227.8,-1517.5,-36.33,77113.75,46.74,242113.75,-17.18
1419789,870,NSE_FO:BANKNIFTY06JUL2345400PE,04-07-2023 12:15,1,25,215.2,04-07-2023 13:15,0,25,202.55,316.25,5.88,78631.25,47.66,243631.25,-16.66
1419787,870,NSE_FO:BANKNIFTY06JUL2345300CE,04-07-2023 11:45,1,25,193.2,04-07-2023 12:15,0,25,275.45,-2056.25,-42.57,78315,47.46,243315,-16.77
1419786,870,NSE_FO:BANKNIFTY06JUL2345200PE,04-07-2023 10:30,1,25,222.55,04-07-2023 11:45,0,25,165.8,1418.75,25.5,80371.25,48.71,245371.25,-16.06
1419749,870,NSE_FO:BANKNIFTY06JUL2345200CE,04-07-2023 09:45,1,25,177.5,04-07-2023 10:30,0,25,183.95,-161.25,-3.63,78952.5,47.85,243952.5,-16.55
1414762,870,NSE_FO:BANKNIFTY06JUL2345300CE,03-07-2023 10:30,1,25,256.9,03-07-2023 10:45,0,25,229.45,686.25,10.69,79113.75,47.95,244113.75,-16.49
1414727,870,NSE_FO:BANKNIFTY06JUL2345000PE,03-07-2023 09:30,1,25,216.4,03-07-2023 10:30,0,25,163.85,1313.75,24.28,78427.5,47.53,243427.5,-16.73
1405324,870,NSE_FO:BANKNIFTY06JUL2344700PE,30-06-2023 15:00,1,25,234.9,30-06-2023 15:10,0,25,234.9,0,0,77113.75,46.74,242113.75,-17.18
1405323,870,NSE_FO:BANKNIFTY06JUL2344700CE,30-06-2023 14:15,1,25,253.15,30-06-2023 15:00,0,25,258.55,-135,-2.13,77113.75,46.74,242113.75,-17.18
1405322,870,NSE_FO:BANKNIFTY06JUL2344800PE,30-06-2023 13:30,1,25,287.9,30-06-2023 14:15,0,25,301.1,-330,-4.58,77248.75,46.82,242248.75,-17.13
1405321,870,NSE_FO:BANKNIFTY06JUL2344700CE,30-06-2023 12:45,1,25,221.15,30-06-2023 13:30,0,25,272.6,-1286.25,-23.26,77578.75,47.02,242578.75,-17.02
1405318,870,NSE_FO:BANKNIFTY06JUL2344600PE,30-06-2023 11:30,1,25,256.4,30-06-2023 12:45,0,25,230.35,651.25,10.16,78865,47.8,243865,-16.58
1405315,870,NSE_FO:BANKNIFTY06JUL2344500CE,30-06-2023 10:30,1,25,283.1,30-06-2023 11:30,0,25,299.7,-415,-5.86,78213.75,47.4,243213.75,-16.8
1405311,870,NSE_FO:BANKNIFTY06JUL2344500PE,30-06-2023 09:30,1,25,248.75,30-06-2023 10:30,0,25,232.55,405,6.51,78628.75,47.65,243628.75,-16.66
1402582,870,NSE_FO:BANKNIFTY29JUN2344400PE,28-06-2023 15:00,1,25,305.25,28-06-2023 15:10,0,25,305.25,0,0,78223.75,47.41,243223.75,-16.8
1402580,870,NSE_FO:BANKNIFTY29JUN2344300CE,28-06-2023 14:00,1,25,54.1,28-06-2023 15:00,0,25,54.1,0,0,78223.75,47.41,243223.75,-16.8
1402577,870,NSE_FO:BANKNIFTY29JUN2344400PE,28-06-2023 13:15,1,25,305.25,28-06-2023 14:00,0,25,305.25,0,0,78223.75,47.41,243223.75,-16.8
1402573,870,NSE_FO:BANKNIFTY29JUN2344300CE,28-06-2023 12:15,1,25,54.1,28-06-2023 13:15,0,25,54.1,0,0,78223.75,47.41,243223.75,-16.8
1402571,870,NSE_FO:BANKNIFTY29JUN2344300PE,28-06-2023 11:00,1,25,230,28-06-2023 12:15,0,25,230,0,0,78223.75,47.41,243223.75,-16.8
1402569,870,NSE_FO:BANKNIFTY29JUN2344200CE,28-06-2023 09:30,1,25,89.95,28-06-2023 11:00,0,25,89.95,0,0,78223.75,47.41,243223.75,-16.8
1402310,870,NSE_FO:BANKNIFTY29JUN2343800PE,27-06-2023 13:30,1,25,140.8,27-06-2023 14:00,0,25,113.25,688.75,19.57,78223.75,47.41,243223.75,-16.8
1402307,870,NSE_FO:BANKNIFTY29JUN2343800CE,27-06-2023 12:00,1,25,139,27-06-2023 13:30,0,25,125.75,331.25,9.53,77535,46.99,242535,-17.03
1402305,870,NSE_FO:BANKNIFTY29JUN2343700PE,27-06-2023 11:00,1,25,137.85,27-06-2023 12:00,0,25,102.8,876.25,25.43,77203.75,46.79,242203.75,-17.15
1402301,870,NSE_FO:BANKNIFTY29JUN2343700CE,27-06-2023 09:45,1,25,176.45,27-06-2023 11:00,0,25,172.3,103.75,2.35,76327.5,46.26,241327.5,-17.45
1402017,870,NSE_FO:BANKNIFTY29JUN2343600PE,26-06-2023 14:30,1,25,186,26-06-2023 15:10,0,25,171.65,358.75,7.72,76223.75,46.2,241223.75,-17.48
1402011,870,NSE_FO:BANKNIFTY29JUN2343600CE,26-06-2023 14:00,1,25,204.3,26-06-2023 14:30,0,25,205.45,-28.75,-0.56,75865,45.98,240865,-17.61
1402009,870,NSE_FO:BANKNIFTY29JUN2343600PE,26-06-2023 13:45,1,25,189.55,26-06-2023 14:00,0,25,193.4,-96.25,-2.03,75893.75,46,240893.75,-17.6
1402004,870,NSE_FO:BANKNIFTY29JUN2343600CE,26-06-2023 13:00,1,25,208.8,26-06-2023 13:45,0,25,211.2,-60,-1.15,75990,46.05,240990,-17.56
1401998,870,NSE_FO:BANKNIFTY29JUN2343600PE,26-06-2023 11:00,1,25,200.75,26-06-2023 13:00,0,25,200.45,7.5,0.15,76050,46.09,241050,-17.54
1401996,870,NSE_FO:BANKNIFTY29JUN2343600CE,26-06-2023 10:15,1,25,237.85,26-06-2023 11:00,0,25,224.7,328.75,5.53,76042.5,46.09,241042.5,-17.55
1401994,870,NSE_FO:BANKNIFTY29JUN2343700PE,26-06-2023 09:30,1,25,200.95,26-06-2023 10:15,0,25,247.25,-1157.5,-23.04,75713.75,45.89,240713.75,-17.66
1392450,870,NSE_FO:BANKNIFTY29JUN2343700PE,23-06-2023 14:45,1,25,222.2,23-06-2023 15:10,0,25,214.85,183.75,3.31,76871.25,46.59,241871.25,-17.26
1392447,870,NSE_FO:BANKNIFTY29JUN2343700CE,23-06-2023 14:15,1,25,232.25,23-06-2023 14:45,0,25,245,-318.75,-5.49,76687.5,46.48,241687.5,-17.32
1392446,870,NSE_FO:BANKNIFTY29JUN2343700PE,23-06-2023 14:00,1,25,226.2,23-06-2023 14:15,0,25,251.6,-635,-11.23,77006.25,46.67,242006.25,-17.22
1392444,870,NSE_FO:BANKNIFTY29JUN2343700CE,23-06-2023 13:00,1,25,290.8,23-06-2023 14:00,0,25,265.4,635,8.73,77641.25,47.06,242641.25,-17
1392442,870,NSE_FO:BANKNIFTY29JUN2343700PE,23-06-2023 12:00,1,25,230.6,23-06-2023 13:00,0,25,215.2,385,6.68,77006.25,46.67,242006.25,-17.22
1392440,870,NSE_FO:BANKNIFTY29JUN2343700CE,23-06-2023 11:00,1,25,260.9,23-06-2023 12:00,0,25,271.65,-268.75,-4.12,76621.25,46.44,241621.25,-17.35
1392438,870,NSE_FO:BANKNIFTY29JUN2343700PE,23-06-2023 10:00,1,25,245.3,23-06-2023 11:00,0,25,246.35,-26.25,-0.43,76890,46.6,241890,-17.26
1391134,870,NSE_FO:BANKNIFTY22JUN2343900PE,22-06-2023 13:30,1,25,102.3,22-06-2023 13:45,0,25,51.8,1262.5,49.36,76916.25,46.62,241916.25,-17.25
1391133,870,NSE_FO:BANKNIFTY22JUN2343900CE,22-06-2023 12:00,1,25,92.9,22-06-2023 13:30,0,25,63.25,741.25,31.92,75653.75,45.85,240653.75,-17.68
1391132,870,NSE_FO:BANKNIFTY22JUN2343900PE,22-06-2023 11:45,1,25,88.2,22-06-2023 12:00,0,25,90.45,-56.25,-2.55,74912.5,45.4,239912.5,-17.93
1391131,870,NSE_FO:BANKNIFTY22JUN2343900CE,22-06-2023 10:00,1,25,97.7,22-06-2023 11:45,0,25,95.6,52.5,2.15,74968.75,45.44,239968.75,-17.91
1390759,870,NSE_FO:BANKNIFTY22JUN2343900CE,21-06-2023 10:00,1,25,162.6,21-06-2023 11:15,0,25,82.6,2000,49.2,74916.25,45.4,239916.25,-17.93
1390455,870,NSE_FO:BANKNIFTY22JUN2343500CE,20-06-2023 14:00,1,25,192.95,20-06-2023 14:45,0,25,278.65,-2142.5,-44.42,72916.25,44.19,237916.25,-18.61
1390451,870,NSE_FO:BANKNIFTY22JUN2343500PE,20-06-2023 13:00,1,25,163.5,20-06-2023 14:00,0,25,156.7,170,4.16,75058.75,45.49,240058.75,-17.88
1390450,870,NSE_FO:BANKNIFTY22JUN2343400CE,20-06-2023 12:15,1,25,214.55,20-06-2023 13:00,0,25,247,-811.25,-15.12,74888.75,45.39,239888.75,-17.94
1390447,870,NSE_FO:BANKNIFTY22JUN2343400PE,20-06-2023 10:45,1,25,182.7,20-06-2023 12:15,0,25,151.35,783.75,17.16,75700,45.88,240700,-17.66
1387952,870,NSE_FO:BANKNIFTY22JUN2343600PE,19-06-2023 14:15,1,25,196.7,19-06-2023 14:30,0,25,216.4,-492.5,-10.02,74916.25,45.4,239916.25,-17.93
1387951,870,NSE_FO:BANKNIFTY22JUN2343600CE,19-06-2023 13:15,1,25,239.5,19-06-2023 14:15,0,25,241.8,-57.5,-0.96,75408.75,45.7,240408.75,-17.76
1387950,870,NSE_FO:BANKNIFTY22JUN2343700PE,19-06-2023 11:15,1,25,192.45,19-06-2023 13:15,0,25,250.45,-1450,-30.14,75466.25,45.74,240466.25,-17.74
1377834,870,NSE_FO:BANKNIFTY22JUN2343800PE,16-06-2023 14:15,1,25,219.45,16-06-2023 15:10,0,25,123.7,2393.75,43.63,76916.25,46.62,241916.25,-17.25
1377827,870,NSE_FO:BANKNIFTY22JUN2343800CE,16-06-2023 12:30,1,25,249.5,16-06-2023 14:15,0,25,252,-62.5,-1,74522.5,45.17,239522.5,-18.07
1377824,870,NSE_FO:BANKNIFTY22JUN2343800PE,16-06-2023 12:00,1,25,224.75,16-06-2023 12:30,0,25,236.6,-296.25,-5.27,74585,45.2,239585,-18.04
1377817,870,NSE_FO:BANKNIFTY22JUN2343800CE,16-06-2023 10:45,1,25,235.25,16-06-2023 12:00,0,25,263.95,-717.5,-12.2,74881.25,45.38,239881.25,-17.94
1372093,870,NSE_FO:BANKNIFTY15JUN2343700PE,15-06-2023 14:00,1,25,91.45,15-06-2023 14:15,0,25,77.15,357.5,15.64,75598.75,45.82,240598.75,-17.7
1372088,870,NSE_FO:BANKNIFTY15JUN2343700CE,15-06-2023 13:45,1,25,81.4,15-06-2023 14:00,0,25,56.45,623.75,30.65,75241.25,45.6,240241.25,-17.82
1372087,870,NSE_FO:BANKNIFTY15JUN2343700PE,15-06-2023 13:00,1,25,82.4,15-06-2023 13:45,0,25,85.6,-80,-3.88,74617.5,45.22,239617.5,-18.03
1372085,870,NSE_FO:BANKNIFTY15JUN2343700CE,15-06-2023 12:30,1,25,114.8,15-06-2023 13:00,0,25,91.2,590,20.56,74697.5,45.27,239697.5,-18.01
1372084,870,NSE_FO:BANKNIFTY15JUN2343800PE,15-06-2023 12:00,1,25,106.65,15-06-2023 12:30,0,25,116.35,-242.5,-9.1,74107.5,44.91,239107.5,-18.21
1372082,870,NSE_FO:BANKNIFTY15JUN2343900CE,15-06-2023 11:15,1,25,75.55,15-06-2023 12:00,0,25,40.5,876.25,46.39,74350,45.06,239350,-18.12
1372076,870,NSE_FO:BANKNIFTY15JUN2343900PE,15-06-2023 10:00,1,25,79.35,15-06-2023 11:15,0,25,84.35,-125,-6.3,73473.75,44.53,238473.75,-18.42
1371646,870,NSE_FO:BANKNIFTY15JUN2344000PE,14-06-2023 13:30,1,25,93.9,14-06-2023 13:45,0,25,110.05,-403.75,-17.2,73598.75,44.61,238598.75,-18.38
1371643,870,NSE_FO:BANKNIFTY15JUN2344000CE,14-06-2023 12:45,1,25,165.6,14-06-2023 13:30,0,25,199.1,-837.5,-20.23,74002.5,44.85,239002.5,-18.24
1371640,870,NSE_FO:BANKNIFTY15JUN2344000PE,14-06-2023 12:15,1,25,119.55,14-06-2023 12:45,0,25,125.3,-143.75,-4.81,74840,45.36,239840,-17.96
1371637,870,NSE_FO:BANKNIFTY15JUN2344000CE,14-06-2023 11:30,1,25,160.45,14-06-2023 12:15,0,25,172.55,-302.5,-7.54,74983.75,45.44,239983.75,-17.91
1371635,870,NSE_FO:BANKNIFTY15JUN2344000PE,14-06-2023 10:45,1,25,121.15,14-06-2023 11:30,0,25,132.4,-281.25,-9.29,75286.25,45.63,240286.25,-17.8
1371633,870,NSE_FO:BANKNIFTY15JUN2344000CE,14-06-2023 09:45,1,25,177.95,14-06-2023 10:45,0,25,179.2,-31.25,-0.7,75567.5,45.8,240567.5,-17.71
1371323,870,NSE_FO:BANKNIFTY15JUN2344000CE,13-06-2023 14:00,1,25,175.05,13-06-2023 15:00,0,25,200.95,-647.5,-14.8,75598.75,45.82,240598.75,-17.7
1371322,870,NSE_FO:BANKNIFTY15JUN2344000PE,13-06-2023 13:15,1,25,127.8,13-06-2023 14:00,0,25,179.55,-1293.75,-40.49,76246.25,46.21,241246.25,-17.48
1371321,870,NSE_FO:BANKNIFTY15JUN2344100CE,13-06-2023 11:15,1,25,185.35,13-06-2023 13:15,0,25,174.45,272.5,5.88,77540,46.99,242540,-17.03
1371320,870,NSE_FO:BANKNIFTY15JUN2344100PE,13-06-2023 11:00,1,25,156.65,13-06-2023 11:15,0,25,163,-158.75,-4.05,77267.5,46.83,242267.5,-17.13
1371318,870,NSE_FO:BANKNIFTY15JUN2344100CE,13-06-2023 10:15,1,25,185.9,13-06-2023 11:00,0,25,192.8,-172.5,-3.71,77426.25,46.92,242426.25,-17.07
1371018,870,NSE_FO:BANKNIFTY15JUN2344000PE,12-06-2023 13:45,1,25,202.95,12-06-2023 14:30,0,25,224.8,-546.25,-10.77,77598.75,47.03,242598.75,-17.01
1371015,870,NSE_FO:BANKNIFTY15JUN2344000CE,12-06-2023 12:45,1,25,225.75,12-06-2023 13:45,0,25,216.65,227.5,4.03,78145,47.36,243145,-16.83
1371014,870,NSE_FO:BANKNIFTY15JUN2344000PE,12-06-2023 12:00,1,25,176.4,12-06-2023 12:45,0,25,201.5,-627.5,-14.23,77917.5,47.22,242917.5,-16.9
1371010,870,NSE_FO:BANKNIFTY15JUN2344000CE,12-06-2023 11:30,1,25,223.65,12-06-2023 12:00,0,25,251.35,-692.5,-12.39,78545,47.6,243545,-16.69
1371007,870,NSE_FO:BANKNIFTY15JUN2344000PE,12-06-2023 10:30,1,25,196.95,12-06-2023 11:30,0,25,212.25,-382.5,-7.77,79237.5,48.02,244237.5,-16.45
1371005,870,NSE_FO:BANKNIFTY15JUN2344000CE,12-06-2023 09:45,1,25,244.65,12-06-2023 10:30,0,25,243.8,21.25,0.35,79620,48.25,244620,-16.32
1370854,870,NSE_FO:BANKNIFTY15JUN2344100PE,09-06-2023 09:30,1,25,257.7,09-06-2023 09:45,0,25,337.7,-2000,-31.04,79598.75,48.24,244598.75,-16.33
1370529,870,NSE_FO:BANKNIFTY08JUN2344400CE,08-06-2023 11:15,1,25,109.15,08-06-2023 11:30,0,25,91.35,445,16.31,81598.75,49.45,246598.75,-15.64
1370527,870,NSE_FO:BANKNIFTY08JUN2344400PE,08-06-2023 11:00,1,25,72.1,08-06-2023 11:15,0,25,68.3,95,5.27,81153.75,49.18,246153.75,-15.8
1370524,870,NSE_FO:BANKNIFTY08JUN2344400CE,08-06-2023 10:45,1,25,109.55,08-06-2023 11:00,0,25,105.9,91.25,3.33,81058.75,49.13,246058.75,-15.83
1370521,870,NSE_FO:BANKNIFTY08JUN2344400PE,08-06-2023 10:00,1,25,133.25,08-06-2023 10:45,0,25,78.5,1368.75,41.09,80967.5,49.07,245967.5,-15.86
1370236,870,NSE_FO:BANKNIFTY08JUN2344200PE,07-06-2023 14:30,1,25,96.95,07-06-2023 15:10,0,25,99.1,-53.75,-2.22,79598.75,48.24,244598.75,-16.33
1370235,870,NSE_FO:BANKNIFTY08JUN2344200CE,07-06-2023 13:30,1,25,147.4,07-06-2023 14:30,0,25,171.65,-606.25,-16.45,79652.5,48.27,244652.5,-16.31
1370234,870,NSE_FO:BANKNIFTY08JUN2344200PE,07-06-2023 12:15,1,25,128.85,07-06-2023 13:30,0,25,133.6,-118.75,-3.69,80258.75,48.64,245258.75,-16.1
1370232,870,NSE_FO:BANKNIFTY08JUN2344300CE,07-06-2023 10:00,1,25,125.35,07-06-2023 12:15,0,25,108.1,431.25,13.76,80377.5,48.71,245377.5,-16.06
1370096,870,NSE_FO:BANKNIFTY08JUN2344100CE,06-06-2023 14:15,1,25,181.35,06-06-2023 15:10,0,25,180.75,15,0.33,79946.25,48.45,244946.25,-16.21
1370094,870,NSE_FO:BANKNIFTY08JUN2344100PE,06-06-2023 13:45,1,25,153.6,06-06-2023 14:15,0,25,163.65,-251.25,-6.54,79931.25,48.44,244931.25,-16.22
1370091,870,NSE_FO:BANKNIFTY08JUN2344100CE,06-06-2023 12:45,1,25,189.35,06-06-2023 13:45,0,25,192.4,-76.25,-1.61,80182.5,48.6,245182.5,-16.13
1370086,870,NSE_FO:BANKNIFTY08JUN2344000PE,06-06-2023 11:15,1,25,148.2,06-06-2023 12:45,0,25,127.2,525,14.17,80258.75,48.64,245258.75,-16.1
1370081,870,NSE_FO:BANKNIFTY08JUN2344100CE,06-06-2023 10:15,1,25,193.35,06-06-2023 11:15,0,25,166.55,670,13.86,79733.75,48.32,244733.75,-16.28
1369817,870,NSE_FO:BANKNIFTY08JUN2344200CE,05-06-2023 14:15,1,25,237.45,05-06-2023 15:10,0,25,216.05,535,9.01,79063.75,47.92,244063.75,-16.51
1369815,870,NSE_FO:BANKNIFTY08JUN2344200PE,05-06-2023 14:00,1,25,172.75,05-06-2023 14:15,0,25,186.15,-335,-7.76,78528.75,47.59,243528.75,-16.69
1369812,870,NSE_FO:BANKNIFTY08JUN2344200CE,05-06-2023 13:45,1,25,244.5,05-06-2023 14:00,0,25,260.85,-408.75,-6.69,78863.75,47.8,243863.75,-16.58
1369810,870,NSE_FO:BANKNIFTY08JUN2344200PE,05-06-2023 12:45,1,25,187.85,05-06-2023 13:45,0,25,181.1,168.75,3.59,79272.5,48.04,244272.5,-16.44
1369809,870,NSE_FO:BANKNIFTY08JUN2344200CE,05-06-2023 12:00,1,25,235.25,05-06-2023 12:45,0,25,242.6,-183.75,-3.12,79103.75,47.94,244103.75,-16.5
1369807,870,NSE_FO:BANKNIFTY08JUN2344200PE,05-06-2023 11:15,1,25,183.9,05-06-2023 12:00,0,25,203.6,-492.5,-10.71,79287.5,48.05,244287.5,-16.44
1369804,870,NSE_FO:BANKNIFTY08JUN2344200CE,05-06-2023 10:30,1,25,243.45,05-06-2023 11:15,0,25,256.05,-315,-5.18,79780,48.35,244780,-16.27
1369544,870,NSE_FO:BANKNIFTY08JUN2344000CE,02-06-2023 12:00,1,25,306.55,02-06-2023 13:15,0,25,347.35,-1020,-13.31,80095,48.54,245095,-16.16
1369542,870,NSE_FO:BANKNIFTY08JUN2343900PE,02-06-2023 11:15,1,25,225.2,02-06-2023 12:00,0,25,202.9,557.5,9.9,81115,49.16,246115,-15.81
1369540,870,NSE_FO:BANKNIFTY08JUN2343800CE,02-06-2023 10:15,1,25,347.55,02-06-2023 11:15,0,25,409.05,-1537.5,-17.7,80557.5,48.82,245557.5,-16
1369237,870,NSE_FO:BANKNIFTY01JUN2344100PE,01-06-2023 12:45,1,25,70.55,01-06-2023 14:00,0,25,146.35,-1895,-107.44,82095,49.75,247095,-15.48
1369234,870,NSE_FO:BANKNIFTY01JUN2344100CE,01-06-2023 11:30,1,25,85.1,01-06-2023 12:45,0,25,106.4,-532.5,-25.03,83990,50.9,248990,-14.83
1369232,870,NSE_FO:BANKNIFTY01JUN2344100PE,01-06-2023 10:15,1,25,110.55,01-06-2023 11:30,0,25,93.45,427.5,15.47,84522.5,51.23,249522.5,-14.64
1368938,870,NSE_FO:BANKNIFTY01JUN2343900PE,31-05-2023 12:45,1,25,149.15,31-05-2023 14:45,0,25,92.55,1415,37.95,84095,50.97,249095,-14.79
1368934,870,NSE_FO:BANKNIFTY01JUN2344000CE,31-05-2023 11:45,1,25,198.55,31-05-2023 12:45,0,25,143.4,1378.75,27.78,82680,50.11,247680,-15.27
1368932,870,NSE_FO:BANKNIFTY01JUN2344100PE,31-05-2023 10:30,1,25,136.75,31-05-2023 11:45,0,25,168.5,-793.75,-23.22,81301.25,49.27,246301.25,-15.75
1368656,870,NSE_FO:BANKNIFTY01JUN2344400PE,30-05-2023 14:45,1,25,162.55,30-05-2023 15:10,0,25,169.3,-168.75,-4.15,82095,49.75,247095,-15.48
1368654,870,NSE_FO:BANKNIFTY01JUN2344300CE,30-05-2023 14:30,1,25,197.4,30-05-2023 14:45,0,25,239,-1040,-21.07,82263.75,49.86,247263.75,-15.42
1368652,870,NSE_FO:BANKNIFTY01JUN2344400PE,30-05-2023 14:15,1,25,208.15,30-05-2023 14:30,0,25,205.25,72.5,1.39,83303.75,50.49,248303.75,-15.06
1368649,870,NSE_FO:BANKNIFTY01JUN2344300CE,30-05-2023 14:00,1,25,187.15,30-05-2023 14:15,0,25,197.5,-258.75,-5.53,83231.25,50.44,248231.25,-15.09
1368647,870,NSE_FO:BANKNIFTY01JUN2344300PE,30-05-2023 11:45,1,25,190.7,30-05-2023 14:00,0,25,171.45,481.25,10.09,83490,50.6,248490,-15
1368643,870,NSE_FO:BANKNIFTY01JUN2344300CE,30-05-2023 10:30,1,25,189.9,30-05-2023 11:45,0,25,181.45,211.25,4.45,83008.75,50.31,248008.75,-15.16
1368345,870,NSE_FO:BANKNIFTY01JUN2344400PE,29-05-2023 13:15,1,25,229.95,29-05-2023 14:30,0,25,315.35,-2135,-37.14,82797.5,50.18,247797.5,-15.23
1368342,870,NSE_FO:BANKNIFTY01JUN2344400CE,29-05-2023 11:45,1,25,248.5,29-05-2023 13:15,0,25,222.15,658.75,10.6,84932.5,51.47,249932.5,-14.5
1368339,870,NSE_FO:BANKNIFTY01JUN2344400PE,29-05-2023 11:15,1,25,207.7,29-05-2023 11:45,0,25,213.75,-151.25,-2.91,84273.75,51.08,249273.75,-14.73
1368335,870,NSE_FO:BANKNIFTY01JUN2344400CE,29-05-2023 10:30,1,25,229.75,29-05-2023 11:15,0,25,252.05,-557.5,-9.71,84425,51.17,249425,-14.68
1368332,870,NSE_FO:BANKNIFTY01JUN2344400PE,29-05-2023 09:30,1,25,250.05,29-05-2023 10:30,0,25,242.65,185,2.96,84982.5,51.5,249982.5,-14.49
1368080,870,NSE_FO:BANKNIFTY01JUN2343900CE,26-05-2023 13:30,1,25,245.55,26-05-2023 14:00,0,25,325.45,-1997.5,-32.54,84797.5,51.39,249797.5,-14.55
1368079,870,NSE_FO:BANKNIFTY01JUN2343900PE,26-05-2023 13:00,1,25,284.3,26-05-2023 13:30,0,25,294.6,-257.5,-3.62,86795,52.6,251795,-13.87
1368077,870,NSE_FO:BANKNIFTY01JUN2343800CE,26-05-2023 12:30,1,25,264.4,26-05-2023 13:00,0,25,310,-1140,-17.25,87052.5,52.76,252052.5,-13.78
